"performance_rule_id","card_id","base_spend_amount","base_spend_to","period_term","period_unit","period_unit_value","method","discounted_spend_counts_for_performance","discounted_spend_count_ratio","source_text","exported_at"
"naver-card-10268-performance-1","naver-card-10268","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 대중교통, OTT 전월 실적이 30만원 이상인 경우 당월 1일부터 말일까지 할인 서비스가 제공 됩니다. 단, 해외 결제건 및 무승인 결제건 (대중교통,통신요금,자동납부 등)의 경우 카드사에 접수된 매출전표 신용카드 정보: BC 바로 K-패스 카드 신용카드 BC 바로 K-패스 카드 공지 대중교통 및 OTT 15% 할인! 연회비 국내 6천원, 해외 7천원, 가족겸용 없음 신규 회원 최대 100% 지급 기준실적 직전 1개월","2026-06-11T13:04:13.065Z"
"naver-card-10463-performance-1","naver-card-10463","400000","400000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 40만원 이상 혜택요약 GS칼텍스 주유 10% 할인 전월 이용금액 기준: 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) [전 ON 카드 (GS칼텍스) 신용카드 삼성 iD STATION 카드 (GS칼텍스) 공지 연 최대 42만원 주유 할인 연회비 국내 1만5천원,","2026-06-11T13:04:13.065Z"
"naver-card-10236-performance-1","naver-card-10236","500000","500000","before","month","1","sum","excluded","0","전월실적/적립한도없이 최대1.5%적 전월실적/적립한도없이 최대1.5%적립 온라인 신청 주요혜택 바우처 포인트/캐시백 문화 카페/베이커리 프리미엄 다른 THE iD THE iD. TITANIUM (포인트) THE iD. 1s 1% 적립 한도없이 생활편의영역 1.2% 적립 한도없이 특별가맹점 1.5% 적립 문화 디지털콘텐츠 50% 할인 디지털콘텐츠 50% 할인 카페/베이커리 스타벅스 3,000원 할인 스타벅스 3,000원 할인 프리미엄 연6회 국내외공항라운지 본인이용무료","2026-06-11T13:04:13.065Z"
"naver-card-10049-performance-1","naver-card-10049","1000000","1000000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 1백만원 이상 혜택요약 메탈플레이트 기본 제공 국내 1%, 온라인쇼핑 추가 4%적립 온라인 신청 주요 전월 이용금액 기준: 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) [전 버십리워즈 적립 온라인쇼핑·해외 추가 4% 적립 외식 배달의민족·쉐이크쉑·써브웨이 등 F","2026-06-11T13:04:13.065Z"
"naver-card-10450-performance-1","naver-card-10450","500000","500000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 50만원 이상 혜택요약 국내 가맹점 실적 직전 1개월 합계 50만원 이상 혜택요약 국내 가맹점 1.5% 적립 해외가맹점 최대 6.5% 적립 온라인 신청 주요혜택 연회비지원 포인트/캐시 지급 I-MILEAGE(대한항공) 신규 회원 최대 100% 지급 유의사항 카드 이용시, 제공되는 포인트 및 할인혜택 등의 부가서비스는 카드 신규출시 이후 3년 이상 축소, 폐지 없이 유지됩니다. 상기에도 불구하고, 다음과 같은 사유가 발생한 경우 카드사는 부가서","2026-06-11T13:04:13.065Z"
"naver-card-10235-performance-1","naver-card-10235","500000","500000","before","month","1","sum","excluded","0","전월실적·적립한도없이 최대1.5% 전월실적·적립한도없이 최대1.5%적립 온라인 신청 주요혜택 바우처 포인트/캐시백 문화 레저 쇼핑 다른 THE iD THE iD. PLATINUM (포인트) THE iD. 1st 신규 회원 1.5% 적립 한도없이 국내가맹점 1.2% 적립 한도없이 특별가맹점 1.5% 적립 문화 공연 50,000원 할인 공연 50,000원 할인 레저 골프 50,000원 할인 골프 50,000원 할인 쇼핑 온라인쇼핑몰 50,000원 할인 온라인쇼핑몰 50,0","2026-06-11T13:04:13.065Z"
"naver-card-3878-performance-1","naver-card-3878","500000","500000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 50만원 이상 혜택요약 6대생활영역 온라인쇼핑/음식점/ 실적 직전 1개월 합계 50만원 이상 혜택요약 6대생활영역 온라인쇼핑/음식점/병원등 그중 이용금액 많은 곳 1%추가캐시백 온라인 신청 주요혜택 연회 지급 I-MILEAGE(대한항공) 신규 회원 최대 100% 지급 유의사항 카드 이용시, 제공되는 포인트 및 할인혜택 등의 부가서비스는 카드 신규출시 이후 3년 이상 축소, 폐지 없이 유지됩니다. 상기에도 불구하고, 다음과 같은 사유가 발생한","2026-06-11T13:04:13.065Z"
"naver-card-10600-performance-1","naver-card-10600","500000","500000","before","month","1","sum","excluded","0","전월실적 50만원 이상 이용 시 적립 [특화적립] - 해당 영역에서 이용 시 이용금액의 2% 또는 5% 적립 (월 적립한도 5개 영역 각 1만 포인트) - 전월실적 80만원 이상 이용 시 적립 - 특화적립은 기본적립과 중복 제공되지 않습니다. - 특화적립 한도 초과 시 기본적립이 제공됩니다. ※ 대상 업종 및 가맹점 - 온라인 (이용금액의 2%) : 쿠팡, 네이버스마트스토어, SSG.com, 마켓컬리, 넷플릭스, 유튜브 프리미엄, 디즈니플러스, 배달의민족, 쿠팡이츠 -","2026-06-11T13:04:13.065Z"
"naver-card-10601-performance-1","naver-card-10601","500000","500000","before","month","1","sum","excluded","0","전월실적 50만원 이상 이용 시 적립 [특화적립] - 해당 영역에서 이용 시 1,500원당 2마일리지 적립 (월 적립한도 3개 영역 각 2천마일리지) - 전월실적 80만원 이상 이용 시 적립 - 특화적립은 기본적립과 중복 제공되지 않습니다. - 특화적립 한도 초과 시 기본적립이 제공됩니다. ※ 대상 업종 및 가맹점 - 온라인 : 쿠팡, 네이버스마트스토어, SSG.com, 마켓컬리, 넷플릭스, 유튜브 프리미엄, 디즈니플러스, 배달의민족, 쿠팡이츠 - 음식점 : 음식점 업","2026-06-11T13:04:13.065Z"
"naver-card-10354-performance-1","naver-card-10354","200000","200000","before","month","1","sum","excluded","0","전월실적 20만원 이상 구간 서비스 제공. 단, 해당 기간 중에라도 K-패스(신용)카드로 50만원 이상 이용할 경우 다음 달에 해당이용금액에 상응하는 대중교통 할인 서비스 제공 - 각종 간편결제를 통해 결제되는 경우 할인이 제공되지 않을 수 있음 대중교통 bene_15.png https://vertical.pstatic.net/vertical-cardad/benefits/icons/bene_15.png 300 won 5 percent 5 percent 5 percent","2026-06-11T13:04:13.065Z"
"naver-card-10340-performance-1","naver-card-10340","500000","500000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 50만원 이상 혜택요약 대한항공 1천원당 1마일리지 전월 이용 실적이 50만원 이상인 경우에 제공되며, 이용실적 인정은 비씨카드에 등록된 가맹점 기준을 따릅니다. · 항공 마일리지 적립, 스타벅스 할인 서비스는 카드 사용 등록일로부터 다음 월말까지 전월 카드 이용금액과 관계없이 제공됩니다. 공항 라운지 무료 이용 서비스 공항 발레파킹 무료 이용 서비스 국제 브랜드 서비스 카페/베이커리 스타벅스 할인 서비스 스타벅스 할인 서비스 IBK 포인트","2026-06-11T13:04:13.065Z"
"naver-card-10321-performance-1","naver-card-10321","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 kt 통신요금 최대13,000원 할인 SK 주유소 1% 결 전월 1일부터 말일(매출 승인일)까지 국내외 가맹점 이용금액이 30만원 이상인 경우 제공합니다. 단, 해외결제 건 및 무승인 결제건(대중교통,통신요금, 자동납부 등)의 경우 카드사에 접수된 매출전표 매입시점 기준으로 적용됩니다. 월 통합 C PLUS BC 바로카드 신용카드 KT DC PLUS BC 바로카드 공지 kt 통신요금 최대 1만 3천원 할인 연회비 국내","2026-06-11T13:04:13.065Z"
"naver-card-10540-performance-1","naver-card-10540","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 4대 생활 영역 최대 10% 할인 해외 온/오프라인 가맹점 10% 전월 실적 30만원 미만인 경우 결제일 할인 서비스가 제공되지 않습니다. -국내 사용금액은 결제 건당 최대 1천원까지 할인됩니다. (단, 대중교통은 제외) -대중교통 이용금액은 시내버스와 On&amp;Off 카드 신용카드 BC 바로 On&amp;Off 카드 공지 간편결제, 외식, 대중교통 10%할인 연회비 국내 5천원, 해외 5천원 기준실적 직전 1개월","2026-06-11T13:04:13.065Z"
"naver-card-10552-performance-1","naver-card-10552","500000","500000","before","month","1","sum","excluded","0","전월실적 합산 금액이 달라질 수 있음. 카드승인 취소 시 매출 전표가 접수된 월의 이용실적에서 차감. 각 적립 한도는 매월 1일 생성되고 말일에 소멸되며, naver-card-search https://m-card-search.naver.com/item?cardAdId=10552 2026-06-10T11:57:02.862Z 10552 신용카드 혜택요약 전월 실적 없이 마일리지 적립! 주유소, 대중교통 이용시 추가 적립 온라인 신청 주요혜택 연회비지원 항공마일리지 다른","2026-06-11T13:04:13.065Z"
"naver-card-10553-performance-1","naver-card-10553","500000","500000","before","month","1","sum","excluded","0","전월실적 제외 항목 : 기본 적립 및 특별 적립 제외 항목, Max 적립 #1~2 대상 가맹점 이용금액 BC 바로 Air Max 카드 최초 신규 발급 회원(*)은 최초 카드 사용 등록일 또는 모바일 사용 등록일 중 빠른 날짜로부터 다음달 말일까지 전월실적과 관계없이 특별적립 및 보너스 적립 혜택과 한도 적용 * BC 바로 Air Max 카드 유효기간 만기 또는 해지 후 재발급 시에는 최초 신규 발급 회원에서 제외 [무이자할부 서비스] 국내 대상 가맹점 2~3개월 상시","2026-06-11T13:04:13.065Z"
"naver-card-10398-performance-1","naver-card-10398","300000","300000","current","month","1","sum","excluded","0","전월실적 당월 합계 30만원 이상 혜택요약 국내 주유소에서 최 전월실적 당월 합계 30만원 이상 혜택요약 국내 주유소에서 최대 10% 할인 온라인쇼핑/대형마트 최대 10% 할인 온라인 신청 주요혜택 연회비지원 주유 쇼핑 대형마트 언제나할인 다른 BC 드 정보: BC 바로 MACAO 카드 신용카드 BC 바로 MACAO 카드 공지 넣을수록 / 담을수록 10% 할인 연회비 국내 1만2천원, 해외 1만2천원, 가족겸용 없음 신규 회원 최대 100% 지급 전월실적 당월 합계 3","2026-06-11T13:04:13.065Z"
"naver-card-10169-performance-1","naver-card-10169","150000","150000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 15만원 이상 혜택요약 넷플릭스,편의점등 일상 FLEX카드 국내 가맹점 2~3개월 무이자 전월 실적이 15만원 이상인 경우 당월 1일부터 말일까지 할인 서비스가 제공됩니다. 단, 무승인 결제건(대중교통, 통신요금, 자동납부 등)의 경우 카드사에 접수된 매출전표 매입시점 기준으로 용카드 정보: BC 바로 클리어 플러스 신용카드 BC 바로 클리어 플러스 공지 라이프스타일을 반영한 든든한 할인! 연회비 국내 5천원, 해외 5천원 기준실적 직전 1개","2026-06-11T13:04:13.065Z"
"naver-card-10554-performance-1","naver-card-10554","300000","300000","before","month","1","sum","excluded","0","전월실적과 관계 없이 제공됩니다. 영역별 할인 한도는 매월 1일에 생성되어 매월 말일에 소멸되며, 잔여 적립 한도는 이월되지 않습니다. 월 할인 한도는 할인대상 매출이 정상 처리되는 순서대로 차감됩니다. 카드 승인 취소 시 매출전표가 접수된 월의 이용실적에서 차감됩니다. 매출 취소로 인한 할인 한도 복원 시 복원 이후 거래부터 잔여 할인 한도가 적용됩니다. 할인 서비스 적용 매출건을 취소 최대 100% 지급 기준실적 직전 1개월 합계 30만원 이상 혜택요약 커피, 배달","2026-06-11T13:04:13.065Z"
"naver-card-10357-performance-1","naver-card-10357","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 KT 알뜰폰통신비 최대1만3천원 할인 SK 주유소 전월 1일부터 말일(매출 승인일)까지 국내외 가맹점 이용금액이 30만원 이상인 경우 제공합니다. 단, 해외결제 건 및 무승인 결제건(대중교통,통신요금, 자동납부 등)의 경우 카드사에 접수된 매출전표 매입시점 기준으로 적용됩니다. 월 통합 KT 마이알뜰폰 BC 바로카드 신용카드 KT 마이알뜰폰 BC 바로카드 공지 KT알뜰폰 통신비 최대1만3천원 할인 연회비 국내 2만원,","2026-06-11T13:04:13.065Z"
"naver-card-10194-performance-1","naver-card-10194","200000","200000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 20만원 이상 혜택요약 연회비 면제, 최대 0.8%적 전월 실적이 20만원 이상인 경우 서비스가 제공됩니다. ※ 단, Green&amp;Service(그린 멤버십 서비스)는 전월 실적에 상관없이 서비스가 제공됩니다. 전월 실적 산정은 전월 1 혜택요약 연회비 면제, 최대 0.8%적립 전국 마트,백화점등 2~3개월 무이자 온라인 신청 주요혜택 언제나할인 그린카드 대중교통 포인트/캐시백 다른 BC 바로 카드 BC 바로 K-패스 카드 신규 회원 최","2026-06-11T13:04:13.065Z"
"naver-card-10440-performance-1","naver-card-10440","300000","300000","before","month","1","sum","excluded","0","전월실적 제외 항목] 대중교통, 무이자할부 이용금액(변형무이자 포함), 단기카드대출(현금서비스), 장기카드대출(카드론), 연회비, 연체료, 각종 수수료/이자(할부수수료, SMS이용수수료, 카드대출이자 등), 제세공과금(건강보험, 국민연금, 고용보험, 산재보험, 장애인고용부담금, 국세/지방세/관세, 전기요금, 우편요금, 상하수도/전기/도시가스 요금, 여권발급비용, 과태료, 범칙금, 벌과금, 국가/공공기관/공공단체에서 개설한 가맹점 이용금액), 초/중/고교납입금, 대학등록","2026-06-11T13:04:13.065Z"
"naver-card-10596-performance-1","naver-card-10596","400000","400000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 40만원 이상 혜택요약 HD현대오일뱅크 주유 10% 전월 이용금액 기준 : 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) [전 (HD현대오일뱅크) 신용카드 삼성 iD STATION 카드 (HD현대오일뱅크) 공지 연 최대 42만원 주유 할인 연회비 국내 1만5천원,","2026-06-11T13:04:13.065Z"
"naver-card-10550-performance-1","naver-card-10550","500000","500000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 50만원 이상 혜택요약 프리미엄영역 최대 15만원할인기 전월 이용금액 기준: 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) [전 네이버 신용카드 정보: THE iD. 1st 신용카드 THE iD. 1st 공지 최대 15만원 할인 기프트에 적립까지 연회비 국내 15","2026-06-11T13:04:13.065Z"
"naver-card-10266-performance-1","naver-card-10266","500000","500000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 50만원 이상 혜택요약 전세계 공항라운지 무료이용서비스 - 온라인 실적 직전 1개월 합계 50만원 이상 혜택요약 전세계 공항라운지 무료이용서비스 - 온라인 신청 주요혜택 항공마일리지 바우처 프리미엄 카페/베이커리 ucher 서비스 프리미엄 Premium 서비스 Premium 서비스 카페/베이커리 주요 커피전문점 20% 할인! 공항 커피 무료 제공 주요 커피전문점 20% 할인! 공항 커피 무료 제공 대형마트 백화점·대형마트 10% 할인 백화점·","2026-06-11T13:04:13.065Z"
"naver-card-10568-performance-1","naver-card-10568","500000","500000","before","month","1","sum","excluded","0","전월실적없이 천원당 전월실적없이 천원당 최대 2마일 적립 온라인 신청 주요혜택 바우처 항공마일리지 쇼핑 레저 카페/베이커리 마일리지 적립에 프리미엄을 더한 THE 1 바우처 4가지 기프트 중 택1 4가지 기 마일리지 적립 여행·호텔 천원당 2마일리지 적립 골프 천원당 2마일리지 적립 카페/베이커리 스타벅스 2천원 할인 스타벅스 2천원 할인 대중교통 택시 2천원 할인 택시 2천원 할인 프리미엄 인천공항 주차요금 1만원 할인 아멕스 프리미엄 서비스 호텔 발렛파킹 서비스 인","2026-06-11T13:04:13.065Z"
"naver-card-10579-performance-1","naver-card-10579","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 통신요금 최대 2만원 결제일 할인 자동납부 신청하고 통신비 할인까 실적 직전 1개월 합계 30만원 이상 혜택요약 통신요금 최대 2만원 결제일 할인 자동납부 신청하고 통신비 할인까지 온라인 신청 주요혜택 통신 통신사 국내 2만원, 해외 2만원 기준실적 직전 1개월 합계 30만원 이상 혜택요약 통신요금 최대 2만원 결제일 할인 자동납부 신청하고 통신비 할인까지 온라인 신청 주요혜택 통신 통신사 가리지 않고 통신요금 최대 2","2026-06-11T13:04:13.065Z"
"naver-card-10349-performance-1","naver-card-10349","400000","400000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 40만원 이상 혜택요약 대중교통 10%, 커피 20%할인 디지털콘텐츠/멤버십 20% 할인 전월 이용금액 기준 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드 대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자 (할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) 국내 1만원, 해외 1만원 기준실적 직전 1개월 합계 40만원 이상 혜택요약 대중교통 10%, 커피 20","2026-06-11T13:04:13.065Z"
"naver-card-10311-performance-1","naver-card-10311","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 온라인쇼핑몰 최대2%모니머니리워드적 전월 이용금액 기준 : 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) [전 외가맹점 최대1%모니머니리워드적립 국내외가맹점 최대1%모니머니리워드적립 카페/베이커리 스타벅스 5,000원 할인 스타벅스 5,00","2026-06-11T13:04:13.065Z"
"naver-card-10480-performance-1","naver-card-10480","300000","300000","before","month","1","sum","excluded","0","전월실적/할인한도없이 다이소몰1%할인 온라인쇼핑몰 1% 할인 다이소 건별 2천원~4천원 할인 전월실적/할인한도없이 다이소몰1%할인 온라인쇼핑몰 1% 할인 대형마트 전월실적/할인한도없이 할 네이버 신용카드 정보: 다이소 삼성카드 신용카드 다이소 삼성카드 공지 다이소 오프라인 연최대 24만원 할인 연회비 국내 8천원, 해외 8천원 기준실적 직전 1개월 합계 30만원 이상 혜택요약 다이소 오프라인 월 최대 2만원 할인 배달앱 월 최대 1만원 할인 온라인 신청 주요혜택 쇼핑","2026-06-11T13:04:13.065Z"
"naver-card-247-performance-1","naver-card-247","0","","before","month","1","sum","excluded","0","기준실적 조건없음 혜택요약 L.POINT 제휴사 더블포인트 적립 6개월 슬림 할부 서비스! 온라인 신청 주요혜택 포 실적 조건없음 혜택요약 L.POINT 제휴사 더블포인트 적립 6개월 슬림 할부 서비스! 온라인 신청 주요혜택 포인트/캐시백 쇼핑 대형마트 주유 외식 L.POINT 더블포인트 적립 서비스 모든 제휴사 대상 쇼핑 6개월 슬림 할부 서비스 롯데백화점 5% 현장할인 롯데면세점 최대 10% 현장할인 토이저러스 3개월 무이자 할부 6개월 슬림 할부 서비스 롯데백화점","2026-06-11T13:04:13.065Z"
"naver-card-4047-performance-1","naver-card-4047","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 쇼핑, 보육, 생활요금 7% 할인 임신·출산·육아 국가바우처 전월 이용금액 기준 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) [전 용카드 정보: 국민행복 삼성카드 V2 신용카드 국민행복 삼성카드 V2 공지 쿠팡, 마켓컬리, 어린이집 7%","2026-06-11T13:04:13.065Z"
"naver-card-10284-performance-1","naver-card-10284","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 S-OIL 주유 10% 할인 S-OIL 포인트 적립서비스 온라인 전월 이용금액 기준 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액 (단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) [ 신용카드 정보: MY S-OIL 삼성카드 신용카드 MY S-OIL 삼성카드 공지 S-OIL 월 최대 3만","2026-06-11T13:04:13.065Z"
"naver-card-3959-performance-1","naver-card-3959","300000","300000","before","month","1","sum","excluded","0","전월실적 관계없이 해외 5% 적립 / 이디야커피20%, 스트리밍 20%할인 전월실적 관계없이 해외 5% 적립 / 이디야커피20%, 스트리밍 20%할인 온라인 신청 주요혜택 포인트/캐시백 편의점 외식 대중교통 통신 국내에서도 해외에서도 혜택, 월최대 10만원혜택 1개월 합계 30만원 이상 혜택요약 전월실적 관계없이 해외 5% 적립 / 이디야커피20%, 스트리밍 20%할인 온라인 신청 주요혜택 포인트/캐시백 편의점 외식 대중교통 통신 국내에서도 해외에서도 혜택, 월최대 1","2026-06-11T13:04:13.065Z"
"naver-card-10511-performance-1","naver-card-10511","400000","400000","before","month","1","sum","excluded","0","전월실적관계없이 생활필수영역 전월실적관계없이 생활필수영역1%적립 온라인 신청 주요혜택 포인트/캐시백 카페/베이커리 편의점 대형마트 대중교통 생활 속에서 KTX 마일리지를 쌓으세요! 포인트/캐시백 국내외 가맹점 0.5 적립 커피전문점 0.5% 추가 적립 편의점 편의점 0.5% 추가 적립 편의점 0.5% 추가 적립 대형마트 할인점 0.5% 추가 적립 할인점 0.5% 추가 적립 대중교통 택시 0.5% 추가 적립 한국철도공사 5% 추가 적립 택시 0.5% 추가 적립 한국철도공","2026-06-11T13:04:13.065Z"
"naver-card-10454-performance-1","naver-card-10454","400000","400000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 40만원 이상 혜택요약 버스/지하철 최대 1.5만원 할인 K-패스 혜택받고 교통비 절약! 실적 직전 1개월 합계 40만원 이상 혜택요약 버스/지하철 최대 1.5만원 할인 K-패스 혜택받고 교통비 절약! 온라인 신청 주요혜택 대중교통 카페 국내 2만원, 해외 2만원 기준실적 직전 1개월 합계 40만원 이상 혜택요약 버스/지하철 최대 1.5만원 할인 K-패스 혜택받고 교통비 절약! 온라인 신청 주요혜택 대중교통 카페/베이커리 편의점 쇼핑 문화 대","2026-06-11T13:04:13.065Z"
"naver-card-10391-performance-1","naver-card-10391","500000","500000","current","month","1","sum","excluded","0","전월실적 당월 합계 50만원 이상 혜 전월실적 당월 합계 50만원 이상 혜택요약 피부과, 성형외과 등 최대 7%캐시백 스포츠센터,미용실 등 최대 7%캐시백 온라인 신청 주요혜택 연회비지원 뷰티 의료 레저 납부 혜택 다른 발견 회원 최대 100% 지급 LOCA 365 신규 회원 최대 100% 지급 롯데카드 텔로 SE 부가혜택 및 통합할인한도 [연회비] 국내전용: 30,000원 해외겸용(MASTER, VISA, AMEX): 30,000원 가족카드: 23,000원 [캐시백","2026-06-11T13:04:13.065Z"
"naver-card-10267-performance-1","naver-card-10267","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 버스, 지하철 10% 할인 KBPay이용 시 생활서비스 추가할인 전월 이용 실적 기준] 전월 1일~말일 KB국민 K-패스카드의 일시불 및 할부 승인 금액 기준 해외 이용금액은 전월 1일~말일까지 일시불 매입 완료 기준 취소 금액은 취소 전표가 당사에 접수된 연회비 국내 8천원, 해외 8천원 기준실적 직전 1개월 합계 30만원 이상 혜택요약 버스, 지하철 10% 할인 KBPay이용 시 생활서비스 추가할인 온라인 신청 주요","2026-06-11T13:04:13.065Z"
"naver-card-10387-performance-1","naver-card-10387","500000","500000","current","month","1","sum","excluded","0","전월실적 당월 합계 50만원 이상 혜 전월실적 당월 합계 50만원 이상 혜택요약 학원, 유치원 최대 7% 캐시백 국내 가맹점 2~3개월 무이자 할부 온라인 신청 주요혜택 연회비지원 교육 납부 혜택 다른 발견5종 Edition 회원 최대 100% 지급 LOCA 365 신규 회원 최대 100% 지급 롯데카드 텔로 SE 부가혜택 및 통합할인한도 [연회비] 국내전용: 30,000원 해외겸용(MASTER, AMEX): 30,000원 가족카드: 23,000원 [디지로카 Edu 카","2026-06-11T13:04:13.065Z"
"naver-card-10388-performance-1","naver-card-10388","500000","500000","current","month","1","sum","excluded","0","전월실적 당월 합계 50만원 이상 혜 전월실적 당월 합계 50만원 이상 혜택요약 골프장, 골프연습장 최대 7% 캐시백 국내 가맹점 2~3개월 무이자 할부 온라인 신청 주요혜택 연회비지원 레저 납부 혜택 다른 발견5종 Edit 회원 최대 100% 지급 LOCA 365 신규 회원 최대 100% 지급 롯데카드 텔로 SE 부가혜택 및 통합할인한도 [연회비] 국내전용: 30,000원 해외겸용(MASTER, AMEX): 30,000원 가족카드: 23,000원 [디지로카 Golf","2026-06-11T13:04:13.065Z"
"naver-card-10390-performance-1","naver-card-10390","500000","500000","current","month","1","sum","excluded","0","전월실적 당월 합계 50만원 이상 혜 전월실적 당월 합계 50만원 이상 혜택요약 반려동물센터,동물병원 최대 7%캐시백 국내 가맹점 2~3개월 무이자 할부 온라인 신청 주요혜택 연회비지원 반려동물 납부 혜택 다른 발견5종 Ed 회원 최대 100% 지급 LOCA 365 신규 회원 최대 100% 지급 롯데카드 텔로 SE 부가혜택 및 통합할인한도 [연회비] 국내전용: 30,000원 해외겸용(MASTER, AMEX): 30,000원 가족카드: 23,000원 [디지로카 Pet 카","2026-06-11T13:04:13.065Z"
"naver-card-10389-performance-1","naver-card-10389","500000","500000","current","month","1","sum","excluded","0","전월실적 당월 합계 50만원 이상 혜 전월실적 당월 합계 50만원 이상 혜택요약 주유비 리터당 최대 150원 캐시백! 국내 가맹점 2~3개월 무이자 할부 온라인 신청 주요혜택 연회비지원 주유 납부 혜택 다른 발견5종 Edit 회원 최대 100% 지급 LOCA 365 신규 회원 최대 100% 지급 롯데카드 텔로 SE 부가혜택 및 통합할인한도 [연회비] 국내전용: 30,000원 해외겸용(MASTER, AMEX): 30,000원 가족카드: 23,000원 [디지로카 Auto","2026-06-11T13:04:13.065Z"
"naver-card-10039-performance-1","naver-card-10039","400000","400000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 40만원 이상 혜택요약 임신중독증 등 단체보험 무료가입 쇼핑·교육 가맹점 5% 청구할 전월 이용실적 기준] 전월 1일~말일 KB국민행복카드 일시불 및 할부 정상 승인 금액 해외 이용 금액은 전월 1일~말일까지 일시불 매입완료 기준 당월 승인/당월 승인취소 전표는 당월 이용실적에 준실적 직전 1개월 합계 40만원 이상 혜택요약 임신중독증 등 단체보험 무료가입 쇼핑·교육 가맹점 5% 청구할인 온라인 신청 주요혜택 국민행복카드 금융 쇼핑 대형마트","2026-06-11T13:04:13.065Z"
"naver-card-10447-performance-1","naver-card-10447","400000","400000","before","month","1","sum","excluded","0","전월실적 이용 제외대상] 후불 기후동행카드 이용요금, 패스카드 KB국민행복카드 KB국민 하이패스 2.0 KB국민 마일리지 가온카드(대한항공) 부가혜택 및 통합할인한도 [발급대상] 발급대상 : 만 19세부터 발급 가능 [전월 실적 이용 기준] 전월 1일 ~ 말일(승인시점기준)까지 KB국민 기후동행카드 일시불 및 할부 승인 금액 기준 해외 이용금액은 전월 1일 ~ 말일까지 일시불 매입완료 기준 취소 금액은 취소전표가 당사에 접수된 월의 실적에서 차 카드 정보: KB국민 기","2026-06-11T13:04:13.065Z"
