"card_id","source_card_id","card_name","issuer","card_type","status","review_status","summary","annual_fee","previous_spend","advertised_benefit","monthly_cap","last_verified_at","best_for","cautions","strengths","weaknesses","exported_at"
"naver-card-10403","10403","카드의정석 EVERY DISCOUNT","우리","credit","active","needs_review","국내 가맹점 0.8% 기본 청구할인","12000","0","국내 가맹점 0.8% 기본 청구할인","20000","2026-06-10","언제나할인 | 간편결제 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","언제나할인, 간편결제, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10514","10514","디지로카 Travel","롯데","credit","active","needs_review","트래블마일 최대 3% 특별 적립","20000","0","트래블마일 최대 3% 특별 적립","10000","2026-06-10","포인트/캐시백","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","포인트/캐시백 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10509","10509","Trip to 로카","롯데","credit","active","needs_review","국내 가맹점 한도 없이 1.2% 할인","20000","300000","국내 가맹점 한도 없이 1.2% 할인","20000","2026-06-10","언제나할인 | 카페/베이커리 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","언제나할인, 카페/베이커리, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10130","10130","삼성카드 BIZ LEADERS","삼성","credit","active","needs_review","4대 사회보험·손해보험 10% 할인","20000","500000","4대 사회보험·손해보험 10% 할인","32000","2026-06-10","언제나할인 | 쇼핑 | 주유","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","언제나할인, 쇼핑, 주유 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10323","10323","현대카드ZERO Edition3(포인트형)","현대","credit","active","needs_review","국내외 가맹점 실적 조건없이 적립","15000","0","국내외 가맹점 실적 조건없이 적립","20000","2026-06-10","포인트/캐시백 | 대중교통 | 간편결제","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","포인트/캐시백, 대중교통, 간편결제 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10347","10347","카드의정석 EVERY POINT","우리","credit","active","needs_review","국내외 가맹점 0.8% 기본 적립","12000","0","국내외 가맹점 0.8% 기본 적립","20000","2026-06-10","포인트/캐시백 | 쇼핑 | 카페/베이커리","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","포인트/캐시백, 쇼핑, 카페/베이커리 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10601","10601","BLISS Mileage (대한항공)","IB","credit","active","needs_review","실적에 따른 기본적립 및 특화적립","99000","500000","실적에 따른 기본적립 및 특화적립","24000","2026-06-10","항공마일리지 | 바우처 | 프리미엄","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","항공마일리지, 바우처, 프리미엄 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10134","10134","삼성 BIZ iD BENEFIT 카드","삼성","credit","active","needs_review","사업 필수 경비 1.5% 할인","30000","500000","사업 필수 경비 1.5% 할인","32000","2026-06-10","언제나할인 | 금융 | 관리비","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","언제나할인, 금융, 관리비 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10357","10357","KT 마이알뜰폰 BC 바로카드","BC","credit","active","needs_review","KT 알뜰폰통신비 최대1만3천원 할인","20000","300000","KT 알뜰폰통신비 최대1만3천원 할인","10000","2026-06-10","통신 | 주유","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","통신, 주유 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10317","10317","어디로든 그린카드 X LOCA","롯데","credit","active","needs_review","에코머니 포인트 최대 40% 적립","15000","300000","에코머니 포인트 최대 40% 적립","40000","2026-06-10","주유 | 레저 | 대중교통","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 레저, 대중교통 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10354","10354","IBK K-패스(신용)","IB","credit","active","needs_review","대중교통 최대 300원 할인","2000","200000","대중교통 최대 300원 할인","20000","2026-06-10","주유 | 통신 | 외식","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 통신, 외식 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10337","10337","현대카드Z family Edition2","현대","credit","active","needs_review","쇼핑·학원·주유·관리비 10% 할인","20000","500000","쇼핑·학원·주유·관리비 10% 할인","32000","2026-06-10","쇼핑 | 의료 | 교육","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","쇼핑, 의료, 교육 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10169","10169","BC 바로 클리어 플러스","BC","credit","active","needs_review","넷플릭스,편의점등 일상 FLEX카드","5000","150000","넷플릭스,편의점등 일상 FLEX카드","20000","2026-06-10","문화 | 쇼핑 | 통신","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","문화, 쇼핑, 통신 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10340","10340","I-MILEAGE(대한항공)","IB","credit","active","needs_review","대한항공 1천원당 1마일리지 적립","41000","500000","대한항공 1천원당 1마일리지 적립","24000","2026-06-10","항공마일리지 | 프리미엄 | 카페/베이커리","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","항공마일리지, 프리미엄, 카페/베이커리 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10485","10485","신한카드 Discount Plan+","신한","credit","active","needs_review","넷플릭스, 네이버플러스 20% 할인","50000","400000","넷플릭스, 네이버플러스 20% 할인","20000","2026-06-10","외식 | 편의점 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","외식, 편의점, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10334","10334","현대카드M","현대","credit","active","needs_review","국내외 가맹점 1.5% M포인트 적립","30000","500000","국내외 가맹점 1.5% M포인트 적립","32000","2026-06-10","포인트/캐시백 | 쇼핑 | 외식","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","포인트/캐시백, 쇼핑, 외식 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10502","10502","쿠쿠 X LOCA","롯데","credit","active","needs_review","쿠쿠 최대 2.7만원 할인","20000","300000","쿠쿠 최대 2.7만원 할인","10000","2026-06-10","렌탈","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","렌탈 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10534","10534","현대카드T","현대","credit","active","needs_review","해외 가맹점 2% 청구 할인","15000","0","해외 가맹점 2% 청구 할인","20000","2026-06-10","언제나할인 | 간편결제 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","언제나할인, 간편결제, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10497","10497","현대카드 ZERO Up","현대","credit","active","needs_review","실적·한도 없이 0.8% 청구 할인","30000","0","실적·한도 없이 0.8% 청구 할인","20000","2026-06-10","포인트/캐시백 | 프리미엄 | 대형마트","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","포인트/캐시백, 프리미엄, 대형마트 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10580","10580","우리카드 UniMile","우리","credit","active","needs_review","6대 LCC항공사 최대 3% 적립!","33000","500000","6대 LCC항공사 최대 3% 적립!","16000","2026-06-10","포인트/캐시백 | 간편결제 | 프리미엄","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","포인트/캐시백, 간편결제, 프리미엄 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10398","10398","BC 바로 MACAO 카드","BC","credit","active","needs_review","국내 주유소에서 최대 10% 할인","12000","0","국내 주유소에서 최대 10% 할인","20000","2026-06-10","주유 | 쇼핑 | 대형마트","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 쇼핑, 대형마트 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10428","10428","LOCA X 기후동행카드","롯데","credit","active","needs_review","국내 가맹점 한도 없이 0.5% 할인","10000","300000","국내 가맹점 한도 없이 0.5% 할인","20000","2026-06-10","언제나할인 | 대중교통 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","언제나할인, 대중교통, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10447","10447","KB국민 기후동행카드","KB국민","credit","active","needs_review","후불 기후동행카드+생활영역 청구할인","10000","400000","후불 기후동행카드+생활영역 청구할인","20000","2026-06-10","대중교통 | 쇼핑 | 카페/베이커리","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","대중교통, 쇼핑, 카페/베이커리 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10540","10540","BC 바로 On&Off 카드","BC","credit","active","needs_review","4대 생활 영역 최대 10% 할인","5000","300000","4대 생활 영역 최대 10% 할인","2000","2026-06-10","간편결제 | 카페/베이커리 | 대중교통","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","간편결제, 카페/베이커리, 대중교통 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10321","10321","KT DC PLUS BC 바로카드","BC","credit","active","needs_review","kt 통신요금 최대13,000원 할인","12000","300000","kt 통신요금 최대13,000원 할인","10000","2026-06-10","통신 | 주유","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","통신, 주유 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10538","10538","우리카드 the OPUS silver","우리","credit","active","needs_review","2차년도 이상 바우처 최대 13만원","150000","130000","2차년도 이상 바우처 최대 13만원","20000","2026-06-10","바우처 | 포인트/캐시백 | 프리미엄","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","바우처, 포인트/캐시백, 프리미엄 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-1360","1360","IBKhi카드","IB","credit","active","needs_review","철도, 고속버스, 택시 5% 할인!","2000","200000","철도, 고속버스, 택시 5% 할인!","20000","2026-06-10","주유 | 외식 | 레저","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 외식, 레저 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10424","10424","KB국민 하이패스 2.0","KB국민","credit","active","needs_review","하이패스 이용금액 0.1% 적립","2000","0","하이패스 이용금액 0.1% 적립","10000","2026-06-10","하이패스 | 포인트/캐시백","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","하이패스, 포인트/캐시백 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10353","10353","현대카드 Summit","현대","credit","active","needs_review","공항 라운지 무료 이용","200000","150000","공항 라운지 무료 이용","20000","2026-06-10","바우처 | 포인트/캐시백 | 프리미엄","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","바우처, 포인트/캐시백, 프리미엄 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10335","10335","현대카드MM","현대","credit","active","needs_review","국내외 가맹점 1.5% M포인트 적립","70000","500000","국내외 가맹점 1.5% M포인트 적립","32000","2026-06-10","포인트/캐시백 | 쇼핑 | 외식","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","포인트/캐시백, 쇼핑, 외식 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10531","10531","현대카드O","현대","credit","active","needs_review","주유·차량관리 10% 청구 할인","15000","400000","주유·차량관리 10% 청구 할인","20000","2026-06-10","주유 | 오토 | 통신","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 오토, 통신 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10533","10533","현대카드Z everyday","현대","credit","active","needs_review","9개 영역 5% 청구 할인","20000","500000","9개 영역 5% 청구 할인","32000","2026-06-10","외식 | 주유 | 대형마트","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","외식, 주유, 대형마트 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10503","10503","SK인텔릭스 X LOCA","롯데","credit","active","needs_review","SK인텔릭스구독료 최대2.7만원 할인","20000","300000","SK인텔릭스구독료 최대2.7만원 할인","10000","2026-06-10","렌탈","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","렌탈 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10532","10532","현대카드S","현대","credit","active","needs_review","온∙오프라인 쇼핑 10% 청구 할인","15000","400000","온∙오프라인 쇼핑 10% 청구 할인","20000","2026-06-10","쇼핑 | 대형마트 | 카페/베이커리","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","쇼핑, 대형마트, 카페/베이커리 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10440","10440","BC 바로 기후동행카드","BC","credit","active","needs_review","대중교통 15% 결제일 할인","7000","300000","대중교통 15% 결제일 할인","20000","2026-06-10","대중교통 | 문화 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","대중교통, 문화, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10266","10266","K-22(Mileage)","IB","credit","active","needs_review","전세계 공항라운지 무료이용서비스","219000","500000","전세계 공항라운지 무료이용서비스","32000","2026-06-10","항공마일리지 | 바우처 | 프리미엄","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","항공마일리지, 바우처, 프리미엄 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10413","10413","the Pink Edition2","현대","credit","active","needs_review","프리미엄쇼핑 영역 5% 특별 적립","150000","1000000","프리미엄쇼핑 영역 5% 특별 적립","48000","2026-06-10","바우처 | 포인트/캐시백 | 프리미엄","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","바우처, 포인트/캐시백, 프리미엄 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10490","10490","신한카드 Discount Plan","신한","credit","active","needs_review","넷플릭스, 네이버플러스 20% 할인","15000","400000","넷플릭스, 네이버플러스 20% 할인","20000","2026-06-10","외식 | 편의점 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","외식, 편의점, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-1573","1573","기업은행 용인시민카드","IB","credit","active","needs_review","용인시 놀이공원 최대60% 현장할인!","5000","300000","용인시 놀이공원 최대60% 현장할인!","10000","2026-06-10","레저 | 대형마트 | 주유","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","레저, 대형마트, 주유 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10291","10291","I-PET카드","IB","credit","active","needs_review","동물병원 30% 할인","18000","400000","동물병원 30% 할인","10000","2026-06-10","쇼핑 | 카페/베이커리 | 대형마트","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","쇼핑, 카페/베이커리, 대형마트 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10444","10444","신한 후불 기후동행 신용카드","신한","credit","active","needs_review","서울시 대중교통 혜택 적용 카드","9000","400000","서울시 대중교통 혜택 적용 카드","20000","2026-06-10","쇼핑 | 문화 | 외식","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","쇼핑, 문화, 외식 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-1715","1715","기업은행 일상의 기쁨카드","IB","credit","active","needs_review","쿠팡 20% 쇼핑할인!","12000","500000","쿠팡 20% 쇼핑할인!","32000","2026-06-10","쇼핑 | 편의점 | 대형마트","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","쇼핑, 편의점, 대형마트 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-1889","1889","기업은행 참! 좋은 다이소카드","IB","credit","active","needs_review","다이소매장 30% 할인, 멤버십 적립","12000","300000","다이소매장 30% 할인, 멤버십 적립","12000","2026-06-10","쇼핑 | 뷰티 | 카페/베이커리","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","쇼핑, 뷰티, 카페/베이커리 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-1340","1340","참! 좋은 kt wiz 카드","IB","credit","active","needs_review","케이티 위즈파크 입장권 3천원 할인!","5000","300000","케이티 위즈파크 입장권 3천원 할인!","40000","2026-06-10","대형마트 | 주유 | 영화","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","대형마트, 주유, 영화 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10389","10389","디지로카 Auto","롯데","credit","active","needs_review","주유비 리터당 최대 150원 캐시백!","30000","500000","주유비 리터당 최대 150원 캐시백!","16000","2026-06-10","주유 | 납부 혜택","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 납부 혜택 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10232","10232","IBK i-ALL 카드","IB","credit","active","needs_review","ALL 전월실적조건없음, 할인한도없음","14000","0","ALL 전월실적조건없음, 할인한도없음","20000","2026-06-10","쇼핑 | 외식 | 대형마트","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","쇼핑, 외식, 대형마트 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10591","10591","일년의 설렘카드","IB","credit","active","needs_review","새해 설렘을 한 장에 담다!","10000","0","새해 설렘을 한 장에 담다!","10000","2026-06-10","포인트/캐시백 | 금융 | 레저","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","포인트/캐시백, 금융, 레저 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-2345","2345","IBK 국민행복카드","IB","credit","active","needs_review","임신,출산진료비 지원 100만원까지!","0","300000","임신,출산진료비 지원 100만원까지!","20000","2026-06-10","국민행복카드 | 의료 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","국민행복카드, 의료, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
